timeline,low,tertile,medium,high
435.0,,medium,0.9804235531009436,
439.0,,medium,0.9804235531009436,
448.0,,medium,0.9804235531009436,
451.0,,medium,0.9804235531009436,
455.0,,medium,0.9804235531009436,
456.0,,medium,0.9804235531009436,
458.0,,medium,0.9804235531009436,
461.0,,medium,0.9804235531009436,
463.0,,medium,0.9804235531009436,
470.0,,medium,0.9804235531009436,
477.0,,medium,0.9804235531009436,
480.0,,medium,0.9804235531009436,
482.0,,medium,0.9804235531009436,
488.0,,medium,0.9804235531009436,
496.0,,medium,0.9804235531009436,
499.0,,medium,0.9804235531009436,
504.0,,medium,0.9804235531009436,
506.0,,medium,0.9804235531009436,
509.0,,medium,0.9804235531009436,
513.0,,medium,0.9804235531009436,
518.0,,medium,0.9804235531009436,
519.0,,medium,0.9804235531009436,
524.0,,medium,0.9765018588885401,
526.0,,medium,0.9765018588885401,
528.0,,medium,0.9765018588885401,
530.0,,medium,0.9765018588885401,
532.0,,medium,0.9765018588885401,
533.0,,medium,0.9765018588885401,
538.0,,medium,0.9765018588885401,
547.0,,medium,0.9765018588885401,
551.0,,medium,0.9765018588885401,
554.0,,medium,0.9765018588885401,
558.0,,medium,0.9723989099016135,
567.0,,medium,0.9723989099016135,
571.0,,medium,0.9682785755376231,
573.0,,medium,0.9641582411736335,
574.0,,medium,0.9641582411736335,
575.0,,medium,0.9641582411736335,
577.0,,medium,0.9641582411736335,
579.0,,medium,0.9641582411736335,
584.0,,medium,0.9641582411736335,
588.0,,medium,0.9641582411736335,
595.0,,medium,0.9641582411736335,
600.0,,medium,0.9641582411736335,
607.0,,medium,0.9641582411736335,
612.0,,medium,0.9641582411736335,
620.0,,medium,0.9641582411736335,
624.0,,medium,0.9641582411736335,
627.0,,medium,0.9641582411736335,
631.0,,medium,0.9641582411736335,
635.0,,medium,0.9641582411736335,
644.0,,medium,0.9641582411736335,
647.0,,medium,0.9641582411736335,
658.0,,medium,0.9641582411736335,
659.0,,medium,0.9641582411736335,
660.0,,medium,0.9641582411736335,
662.0,,medium,0.9641582411736335,
666.0,,medium,0.9641582411736335,
677.0,,medium,0.9641582411736335,
680.0,,medium,0.9641582411736335,
