sample_id,CAF_proxy-high_checkpoint_score-low,immune-desert_APM-low,TLS-rich,CAF_proxy-high_CXCL1_MDSC_axis-low,antigen-presenting,immune-desert
TCGA-A7-A425,0.6724157618228991,0.39773179754050464,0.07228947913873654,0.14045561747588117,0.04965908958299349,0.4008980052730912
TCGA-A7-A426,0.6973244338488733,0.12122473871362295,0.2250433814060416,0.3144262175334867,0.27186857706235457,0.12490936631989392
TCGA-A7-A4SA,0.4833871082745219,0.20382332191388655,0.26448685402442057,0.44021672052164856,0.446573052399174,0.3412928349664044
TCGA-A7-A4SB,0.5156190685666551,0.08325743650458614,0.041068158307608994,0.42745564245565415,0.3173628422692501,0.06869414847437808
TCGA-A7-A4SC,0.7047144032834574,0.2814684111901968,0.15505689779090703,0.2488093490877494,0.06832298004482269,0.3336396361293474
TCGA-A7-A4SD,0.07684572501113797,0.4103089884688792,0.22861185127724268,0.8020977731947474,0.4885152844304734,0.5456488978185634
TCGA-A7-A4SE,0.5511799393792416,0.5411450349643321,0.038839941007453666,0.5042189344681478,0.3082113448911163,0.2011007172543842
TCGA-A7-A4SF,0.16662701965431226,0.05003667415400534,0.2659367623436901,0.6177794420240127,0.4416036270253027,0.20870221013974197
TCGA-A7-A56D,0.11946689030616621,0.26780846284482157,0.1364310326382611,0.759011122199329,0.3288836122261834,0.5447759583687306
TCGA-A7-A5ZV,0.30293072317116193,0.6523475001730231,0.05393179975290225,0.1603493256505157,0.2944926726028973,0.3217919516626579
TCGA-A7-A5ZW,0.6293147684205792,0.18740192723124421,0.10102135183568288,0.3907169285635551,0.19680886206012038,0.3231295238675341
TCGA-A7-A5ZX,0.6411837535270402,0.09609778639418978,0.054919744362574505,0.4725590305985367,0.1480919939186313,0.13854062070150341
TCGA-A7-A6VV,0.35549920134460616,0.4504156843049548,0.16627795738587595,0.7556727754441498,0.1800377309286239,0.39584478488423247
TCGA-A7-A6VW,0.35680918594305044,0.8760087194543383,0.052749673496674976,0.28716113047758296,0.4632717634984867,0.2765528111240555
TCGA-A7-A6VX,0.5179620755915332,0.10076619318209772,0.005896750705495654,0.45412724601359006,0.5002035231062617,0.20733613375545368
TCGA-A7-A6VY,0.21065356535816485,0.6125657031007292,0.16100867796152848,0.6055010223905075,0.3422364418111208,0.6512161942526613
TCGA-A8-A06N,0.004451257152656974,0.20978306912748965,0.11714749343207885,0.3268735220767266,0.4083363341625345,0.10637044914646453
TCGA-A8-A06O,0.4289053322015549,0.07042165281270833,0.1472471041270355,0.40666286539673047,0.2988560752458627,0.3084451429735034
TCGA-A8-A06P,0.6204559902959254,0.09823833185708254,0.11412085462841683,0.4512771203694543,0.05532790193021594,0.3287992156608946
TCGA-A8-A06Q,0.10211691700155993,0.12543351881527381,0.16158192146374026,0.39542533040652983,0.4486763512594749,0.07541351522421673
TCGA-A8-A06R,0.281894409341399,0.22509230821984608,0.12818302852206692,0.7895430558080809,0.36486461035355616,0.40687354689985433
TCGA-A8-A06T,0.3235880436207087,0.04772054318849108,0.15122845555699466,0.4109372343599954,0.6108530097793168,0.27178485969006827
TCGA-A8-A06U,0.14944029616503235,0.020220310810307354,0.12823316967236625,0.5899785517023186,0.6268723891996627,0.4187457296872801
