signature,median_cut,low_orr_control,low_orr_trt,low_ARR,low_OR,low_OR_ci_lo,low_OR_ci_hi,high_orr_control,high_orr_trt,high_ARR,high_OR,high_OR_ci_lo,high_OR_ci_hi,ARR_difference_high_minus_low
Mitotic_sig,-0.03444,0.15384615384615385,0.2972972972972973,0.14345114345114346,1.9962264150943398,0.4310126232264736,9.245483045229841,0.3125,0.5294117647058824,0.21691176470588236,2.3443526170798896,0.6965162626602093,7.890683230020298,0.0734606212547389
