n,n_pcr,beta_score,beta_arm,beta_interaction,or_interaction,or_ci_lo,or_ci_hi,p_interaction,p_arm,p_score,arm_name,signature,targeted_class
293,73,-0.13303869317230596,1.1372143867240063,0.4760728749118202,1.6097403213680472,0.9144858689170927,2.8335745693988716,0.09891886340982217,0.00011054928357432188,0.5112933656269791,Neratinib,angiogenesis,HER-kinase
293,73,0.20963062217086967,1.1627723828361554,-0.4714119264001522,0.6241204337691699,0.35296168443358816,1.1035937695993983,0.1050151605928014,6.506885439657582e-05,0.31246710838747505,Neratinib,TGFb_activity,HER-kinase
293,73,0.31098646242564193,1.1647500774816109,-0.4186585874305779,0.6579287820832423,0.37450244178195086,1.1558543656854756,0.1453425240315715,6.159080738080274e-05,0.1560888946866598,Neratinib,CAF_proxy,HER-kinase
293,73,0.21133215623160323,1.164383969318174,0.38449193105868584,1.4688678456953381,0.831296265408573,2.5954317827438333,0.1855679146833632,9.564628676684943e-05,0.2788228090466388,Neratinib,B_cell,HER-kinase
293,73,0.48149013335920293,1.1893090241240711,-0.3389682081449597,0.7125051005879967,0.3911650063057686,1.297824473508955,0.2679015215103513,7.809119461720085e-05,0.02238379443409832,Neratinib,immune_exclusion,HER-kinase
293,73,0.620564840132147,1.3325281776213458,-0.2618147887067151,0.7696535590386427,0.41157209498209724,1.4392778523204217,0.4123405205579782,1.9361833097986894e-05,0.014583640995771592,Neratinib,HLA_II_score,HER-kinase
293,73,0.52518903956933,1.2710551140779667,-0.24251366157846854,0.7846530279065875,0.4386020311107097,1.4037335227195267,0.4138196862949872,2.903295487178992e-05,0.009805453879221198,Neratinib,Treg,HER-kinase
293,73,0.45432623446787773,1.2086002313189033,0.22748424841615095,1.2554376644667438,0.6607199450788563,2.3854641306062025,0.48731517017858783,8.729563664872073e-05,0.04383012590860607,Neratinib,TLS_signature,HER-kinase
293,73,0.43320530121285333,1.2045198994489956,0.16496362303776405,1.179350216752776,0.6374752971403368,2.1818365982088053,0.5991979380838682,7.746640301830938e-05,0.055956319034956924,Neratinib,CD4_T_cell,HER-kinase
293,73,-0.1811096824188405,1.2436581479776916,-0.16115523608980997,0.8511599301115373,0.4652358800050921,1.5572170113352986,0.601046334040309,2.7993320091219106e-05,0.36167451549218765,Neratinib,hypoxia_score,HER-kinase
293,73,0.4834427181120191,1.2240597960084314,-0.10397418822406529,0.9012485599468708,0.49618410281576003,1.6369911131713697,0.7327690327918888,5.2371820368075864e-05,0.02090425024477912,Neratinib,M2_macrophage,HER-kinase
293,73,0.48720039786136954,1.251564320577644,0.09437757156741135,1.0989746091576882,0.6002913564103037,2.011931670639932,0.7596889816942132,4.9505685878343996e-05,0.028754947601340706,Neratinib,CD8_T_cell,HER-kinase
293,73,0.367437845287112,1.2420594464477699,0.0777263984092842,1.0808269022524704,0.615803491950274,1.8970122902891915,0.7865429727051892,3.782367373550603e-05,0.0708610483703519,Neratinib,NK_cell,HER-kinase
293,73,-0.007624389308397077,1.1585494135349452,0.07222790504923474,1.0749002913542147,0.6092992002691643,1.8962943589011128,0.8030701031628924,6.72928000967553e-05,0.9699024548060621,Neratinib,CXCL1_MDSC_axis,HER-kinase
293,73,0.48291227475959275,1.2497694348344508,0.06549878859356909,1.0676914439044332,0.5878119123030516,1.939336368533842,0.8296978881446403,4.73493847375904e-05,0.026355278931165703,Neratinib,cytolytic_score,HER-kinase
293,73,0.3802385094934086,1.1933165728627222,0.05925264648371351,1.0610432757323658,0.5682366563189873,1.9812393664812764,0.8524678134853596,6.912458207012875e-05,0.06013546092568733,Neratinib,M2_polarization,HER-kinase
293,73,0.30038826668820323,1.1357387279606497,0.056643936874988185,1.0582789292000687,0.578296195371257,1.9366447522101558,0.8542387182494932,0.00014219134389556072,0.1583855085201301,Neratinib,MDSC_proxy,HER-kinase
293,73,0.1987754237561507,1.1756751938831114,-0.054609026452123496,0.9468552709592293,0.5251540617316677,1.7071845568269988,0.8559142601578495,5.7773183468725784e-05,0.2941980107376211,Neratinib,APM_score,HER-kinase
293,73,0.46875997808953984,1.2103108720244893,0.054975531969421815,1.056514763523692,0.581156374886052,1.920693799087005,0.8569396724174668,7.546702299101305e-05,0.029033003062637654,Neratinib,checkpoint_score,HER-kinase
293,73,0.2837807502444393,1.1949521198970952,0.03479135106223667,1.0354036503884183,0.5772569635058632,1.8571637710989222,0.9070886267884655,5.504880176594137e-05,0.12357901345284394,Neratinib,IL6_STAT3_axis,HER-kinase
293,73,0.5000546407314699,1.233564685872567,0.036819493408948946,1.0375057273127746,0.5514381994930392,1.9520195285644097,0.9090976355466578,6.378173413153623e-05,0.0325471681240387,Neratinib,IFN_gamma,HER-kinase
293,73,0.4517663133188751,1.2567051433330516,0.024888638761490545,1.025200946520142,0.5661250141586462,1.8565457354111206,0.9345304006550633,3.306296993099845e-05,0.022954847145812144,Neratinib,Dendritic,HER-kinase
293,73,0.22379986735905805,1.181794385896165,0.006809822355191507,1.0068330619179275,0.5558086979409435,1.823852016577725,0.9820775270439066,5.844884108826671e-05,0.2570766659312146,Neratinib,HLA_I_score,HER-kinase
