tertile,n_ctrl,n_trt,orr_ctrl,orr_trt,arr,or,or_ci_lo,or_ci_hi
low,61,30,0.09836065573770492,0.16666666666666666,0.06830601092896174,1.8416289592760182,0.5390707404211533,6.291562441312168
med,62,28,0.16129032258064516,0.21428571428571427,0.05299539170506912,1.4444444444444442,0.4828340324344257,4.321194474562599
high,56,35,0.26785714285714285,0.42857142857142855,0.1607142857142857,2.024390243902439,0.8390846040963458,4.884079435614118
