n,n_pcr,beta_score,beta_arm,beta_interaction,or_interaction,or_ci_lo,or_ci_hi,p_interaction,p_arm,p_score,arm_name,signature,targeted_class
284,55,0.37333451092484937,0.21920487914381792,-0.695821252795926,0.4986647499552062,0.27415731228996437,0.9070213403058328,0.022625962136245105,0.4994103758157734,0.10783469852773066,Ganitumab,CAF_proxy,GF-receptor
284,55,0.24044409391297278,0.17602349837918718,-0.7645346952786697,0.4655505034315769,0.23773219126929454,0.9116866760374175,0.025773981635229273,0.5944059601767318,0.24071812256683034,Ganitumab,TGFb_activity,GF-receptor
284,55,0.21380163243005543,0.24812143562843939,0.4880309259870302,1.6291052308807716,0.8647945174743736,3.068918453639176,0.13094325693290756,0.45488021575634185,0.2752199609836722,Ganitumab,B_cell,GF-receptor
284,55,0.4590165785396492,0.4361191967915052,-0.3258794765826029,0.7218921871022436,0.3806040900829204,1.3692136878658474,0.3183731742588234,0.18456887097820063,0.033515823888223405,Ganitumab,immune_exclusion,GF-receptor
284,55,0.5394029273154504,0.36817863464826156,-0.2784179328097543,0.7569803884543869,0.40183830632367057,1.425994733421462,0.3888654639906489,0.25900085408530427,0.020789750913065803,Ganitumab,M2_macrophage,GF-receptor
284,55,-0.2293755939475681,0.26054455102712165,0.27660080864272085,1.3186398763138911,0.6874663099265246,2.529303761214067,0.4052269597804198,0.4183082673331725,0.2733795915091112,Ganitumab,hypoxia_score,GF-receptor
284,55,0.6415312839384847,0.4714032782808761,-0.2541431493190216,0.7755807702404958,0.39222688717752063,1.5336162584249156,0.46501540864647684,0.16375386512287549,0.013242882034562357,Ganitumab,HLA_II_score,GF-receptor
284,55,0.5354885967726454,0.37976830308765214,-0.22395938003825672,0.7993476031789805,0.4225500071510204,1.5121443140329096,0.4910967309324188,0.24356367927929423,0.01493632635972392,Ganitumab,Dendritic,GF-receptor
284,55,0.2806464553722527,0.2847489269877717,0.21090415171164223,1.2347939964982133,0.6636540904010728,2.2974562137733265,0.5055694106411932,0.38698106896872164,0.15460108059265462,Ganitumab,IL6_STAT3_axis,GF-receptor
284,55,0.22635379313359572,0.32065348503936236,0.1887776515645661,1.2077723763270276,0.6293248359850261,2.3179032982790844,0.5703198811334027,0.32325143135141843,0.30498103764853446,Ganitumab,HLA_I_score,GF-receptor
284,55,0.4646962112830229,0.2978183326600973,0.18910520460339628,1.2081680506377326,0.6242492190220245,2.338280920669088,0.5745858828748487,0.3859155824778827,0.03525799582873789,Ganitumab,checkpoint_score,GF-receptor
284,55,-0.1387628544952176,0.29004465842691,0.1429846073425196,1.1537120428350265,0.629974235418602,2.1128665315941375,0.6432441834355098,0.3572002399811035,0.5217920692444812,Ganitumab,angiogenesis,GF-receptor
284,55,0.34648243148398333,0.3374319776705116,0.13273952240262468,1.1419525065423823,0.6307576954745556,2.067442912792864,0.6611668337739856,0.30643422051340996,0.09653924363558856,Ganitumab,NK_cell,GF-receptor
284,55,0.2069071686182004,0.29186573019144485,0.08584053216842244,1.0896325531092594,0.586486272421766,2.024427777128888,0.7859262865025103,0.3612989739076007,0.32265469637931665,Ganitumab,APM_score,GF-receptor
284,55,0.4268404213802506,0.29388977314683673,-0.07392668856195715,0.9287397785942975,0.4905624184759697,1.758303416358498,0.8204176747380276,0.36843864707607854,0.0609291058845808,Ganitumab,M2_polarization,GF-receptor
284,55,0.46443286212924173,0.36267370421826056,0.06940387167570503,1.0718690192795395,0.5587885424327604,2.056060758671569,0.8345812780556898,0.2813652872245821,0.0364867309656622,Ganitumab,CD8_T_cell,GF-receptor
284,55,0.44585270769327834,0.35182266942944196,-0.06107570811714745,0.9407520145161569,0.4883044529356779,1.8124232689165878,0.8551502055067798,0.280540876349614,0.048641655262540176,Ganitumab,CD4_T_cell,GF-receptor
284,55,0.5529492622689718,0.32003140031389277,0.04315650715207404,1.0441012913835073,0.5506352633973332,1.9797996589297038,0.8948279997669396,0.34552393799424064,0.00993638332439437,Ganitumab,Treg,GF-receptor
284,55,0.2482870429300247,0.304420094550638,-0.03874145259286584,0.9619993994462567,0.5058574519685639,1.8294538133886566,0.9059612738453577,0.3506557369876454,0.2638116027069216,Ganitumab,MDSC_proxy,GF-receptor
284,55,0.4648947813755562,0.3312713637387831,-0.02488532657809672,0.9754217605662658,0.48761875649638947,1.9512120858977635,0.9439172105031984,0.3197308329850683,0.042451463358405106,Ganitumab,TLS_signature,GF-receptor
284,55,0.48211968843301317,0.3602646504864642,0.0210080871448679,1.0212303104415976,0.5106474029109563,2.042331638268409,0.9526267295382789,0.2874224234377215,0.04247657199289854,Ganitumab,IFN_gamma,GF-receptor
284,55,0.4597333684073258,0.37425658999746575,0.018248538217882936,1.0184160602506631,0.5434618934640438,1.9084526150776073,0.9545858377107389,0.2639488615260923,0.03766173406061041,Ganitumab,cytolytic_score,GF-receptor
284,55,-0.10268610873807056,0.29895769626671925,0.01434992086807807,1.0144533752442502,0.5517302625310859,1.8652514107588367,0.963167323453831,0.34765872635644657,0.6428526831319361,Ganitumab,CXCL1_MDSC_axis,GF-receptor
