n,n_pcr,beta_score,beta_arm,beta_interaction,or_interaction,or_ci_lo,or_ci_hi,p_interaction,p_arm,p_score,arm_name,signature,targeted_class,q_global_bh
248,62,0.4313541578660945,1.3883855994841527,0.503659636383895,1.6547660451410826,0.7635611393915589,3.5861577061580494,0.20183276358937996,9.925044955925431e-05,0.04521557378078807,Pembrolizumab,CD8_T_cell,ICI,0.9627593742920588
248,62,0.3979023653216667,1.5364591819736395,0.4930869706284236,1.6373629176788411,0.7586739469753419,3.533741121437116,0.2090078729643482,1.375554431670353e-05,0.061371521707439876,Pembrolizumab,M2_polarization,ICI,0.9627593742920588
248,62,0.49630536538051784,1.3949314487984703,-0.4116488172973096,0.6625569137282167,0.34243855706754334,1.2819282609068867,0.22154753479272826,7.610504662777886e-05,0.03868202931671824,Pembrolizumab,immune_exclusion,ICI,0.9644273429606268
248,62,0.44698772432734313,1.3981004892010565,0.32876795506027534,1.389255448485783,0.6648591657920501,2.9029165881291243,0.38191078253627586,6.59513526333436e-05,0.04658402310151152,Pembrolizumab,CD4_T_cell,ICI,0.988402967284169
248,62,0.18916591926596146,1.425751563787198,0.2882828541734911,1.3341346163029268,0.6593623192340129,2.6994493353601112,0.4227150611768946,2.1883294345872878e-05,0.3373645119179257,Pembrolizumab,APM_score,ICI,0.988402967284169
248,62,0.20244617125864423,1.4406838667239377,-0.24174666373215228,0.7852550859481928,0.399279346601229,1.5443462209011884,0.48358422842360693,3.286175110760302e-05,0.3683714165472556,Pembrolizumab,MDSC_proxy,ICI,0.988402967284169
248,62,-0.13630983572692817,1.409349425138419,0.21035674793291523,1.2341182505683925,0.6498120962109258,2.3438281085669663,0.5203728791487725,2.1338053002481718e-05,0.5165001219564418,Pembrolizumab,angiogenesis,ICI,0.988402967284169
248,62,-0.29408025612337874,1.4376856634489372,0.19944052637362955,1.2207196066502488,0.6402021714400815,2.3276340264644144,0.5447445164967779,2.7022966806805857e-05,0.19793838314726753,Pembrolizumab,hypoxia_score,ICI,0.988402967284169
248,62,0.5461146148982533,1.5727628323913128,0.1719559466095226,1.187625513131005,0.5798163199461625,2.4325882368586096,0.6383176242857713,8.723211356036852e-06,0.010293326855093729,Pembrolizumab,Treg,ICI,0.988402967284169
248,62,-0.11181280824350201,1.382719871625794,0.17315259590481627,1.189047535025424,0.5711447797844382,2.4754389615250387,0.6434903846478368,6.709485315973629e-05,0.5932253679183366,Pembrolizumab,CXCL1_MDSC_axis,ICI,0.988402967284169
248,62,0.48901219419433245,1.4288887415852625,0.15767816599444928,1.1707893342465698,0.5540565196515463,2.4740213616610958,0.679557002695232,4.201138340981726e-05,0.020671033191024597,Pembrolizumab,M2_macrophage,ICI,0.988402967284169
248,62,0.5276856831970616,1.3597032874510002,0.1399561312865015,1.1502233389323144,0.5522685276378876,2.3955986322147944,0.708491758463286,9.255006690915374e-05,0.013286220864988842,Pembrolizumab,Dendritic,ICI,0.988402967284169
248,62,0.604931898288922,1.5618348531066975,0.08275081413642442,1.0862710914202054,0.5172874827915833,2.281100786911296,0.8269535918751296,1.1698570304984793e-05,0.014946869535775838,Pembrolizumab,HLA_II_score,ICI,0.988402967284169
250,58,0.27576754489062366,0.9044078934559285,0.849296648408916,2.338001836170155,1.0449409132156653,5.231159500792594,0.038738752878543066,0.013860562027085842,0.17165642831566297,ABT888+Carboplatin,IL6_STAT3_axis,PARPi,0.9535156334747247
250,58,-0.09101142759945492,0.9041344680831593,0.7479947730327624,2.1127592044062227,1.0191315575197881,4.379956074234846,0.04433480430611035,0.009715199540022002,0.6727012299943811,ABT888+Carboplatin,CXCL1_MDSC_axis,PARPi,0.9535156334747247
250,58,-0.2587862714193964,0.9746812994927848,0.6461765903891121,1.9082309151007235,0.9289441039088976,3.9198754909189404,0.07852841675644992,0.004174361404731752,0.2275420946026402,ABT888+Carboplatin,hypoxia_score,PARPi,0.9627593742920588
250,58,0.20672083353482887,0.902601670949022,0.5973724275256546,1.8173373357590321,0.839614474215457,3.9336089281093236,0.12945512807497295,0.012023794081113344,0.3276976382336444,ABT888+Carboplatin,HLA_I_score,PARPi,0.9627593742920588
250,58,0.4019039258871486,0.9723908693403371,0.4866255585513821,1.6268173474750238,0.7091859883779148,3.7317921185935403,0.2506571326631786,0.006014131420296619,0.06058923015324922,ABT888+Carboplatin,M2_polarization,PARPi,0.9644273429606268
250,58,0.2271024081475627,0.9316513346341357,0.44890743192275084,1.566599633371386,0.7235323056028528,3.392017733381613,0.25473287721440596,0.009077349983330577,0.30952044110481536,ABT888+Carboplatin,MDSC_proxy,PARPi,0.9644273429606268
250,58,0.42979560293786234,1.0664628358729868,0.4107701359643958,1.5079786866495941,0.6745374312799378,3.371198711796482,0.3169518638497022,0.0026328420474383517,0.05600425851206737,ABT888+Carboplatin,TLS_signature,PARPi,0.9782267217821049
250,58,0.4100554952704802,1.12611344417465,-0.31962219923502966,0.7264234285647737,0.3758888096151883,1.4038486490407054,0.3416880237771919,0.0010318731397397074,0.07397126283220935,ABT888+Carboplatin,CAF_proxy,PARPi,0.988402967284169
250,58,-0.14268821399133277,1.087103823031336,0.30190289871133724,1.3524298976475873,0.7058151354389873,2.5914244909376456,0.36287001820620257,0.0011638965193607232,0.49538775873578456,ABT888+Carboplatin,angiogenesis,PARPi,0.988402967284169
250,58,0.1846065351937542,1.0804835656934582,0.26438927946741214,1.3026351867457353,0.6559575960332349,2.5868416495357165,0.450050548969976,0.001289032283821799,0.34056762024925546,ABT888+Carboplatin,B_cell,PARPi,0.988402967284169
250,58,0.5146865526376545,1.1881832451417078,0.2902269069190545,1.336730767076076,0.6193363535501857,2.8851029548082288,0.45967285121585877,0.0006236274321988328,0.013528221326662905,ABT888+Carboplatin,Dendritic,PARPi,0.988402967284169
250,58,0.33157145096810786,1.045747621814077,0.22326800159929483,1.2501555725366789,0.6488503023763756,2.408704981442597,0.5046119582907216,0.0024675260163173054,0.11630478598146209,ABT888+Carboplatin,NK_cell,PARPi,0.988402967284169
250,58,0.197202730795636,1.07854601919691,0.16279404611255072,1.1767942993680265,0.592866691056331,2.335845214305527,0.6416433120505479,0.0012538158979617613,0.3223701768199255,ABT888+Carboplatin,APM_score,PARPi,0.988402967284169
250,58,0.549996722242652,1.1657473035605013,-0.15030182318197166,0.8604482340049785,0.4380377176373729,1.6901995732139172,0.6625987764672945,0.0007086863248434098,0.010332266553875497,ABT888+Carboplatin,Treg,PARPi,0.988402967284169
250,58,0.4412149195551909,1.0849121558541446,0.12216084257921263,1.1299358289582673,0.5595190781941788,2.2818792554567984,0.7333575302357347,0.0018583127664722795,0.047911160037845436,ABT888+Carboplatin,CD8_T_cell,PARPi,0.988402967284169
250,58,0.5073837300321027,1.067044198218089,0.13020541657792967,1.1390623415826033,0.5358446926495729,2.421341548791166,0.7350568169473137,0.0022218695859835564,0.020147856248749804,ABT888+Carboplatin,M2_macrophage,PARPi,0.988402967284169
250,58,0.4287966631493927,1.0509478716286738,0.11377443203608598,1.1204993476195888,0.5580998077068176,2.2496312857994685,0.7490157709048528,0.0026143133318088266,0.049530341598458594,ABT888+Carboplatin,cytolytic_score,PARPi,0.988402967284169
250,58,0.5934749668383432,1.1098845889229014,0.1178644157356918,1.1250915563146013,0.5289050415339722,2.3933048670119477,0.7595664058072398,0.0019952364445939602,0.016797045565768273,ABT888+Carboplatin,HLA_II_score,PARPi,0.988402967284169
250,58,0.4278393594720609,1.0412174340467675,0.07664736817650449,1.0796612863290433,0.5310539543811769,2.1950095344944884,0.8323227577537048,0.002858370425471035,0.046823617153327994,ABT888+Carboplatin,checkpoint_score,PARPi,0.988402967284169
250,58,0.2829077791005854,1.159901679273316,-0.07647349177343588,0.926377470587223,0.4480764670336105,1.915242779191099,0.8365072068738408,0.0009199982639610753,0.16795069277155417,ABT888+Carboplatin,TGFb_activity,PARPi,0.988402967284169
250,58,0.4617117799124821,1.0549164776964401,0.05606843255253836,1.057670060322097,0.5105159455260637,2.1912458686261274,0.8800802989022055,0.0027702591956719567,0.05296580423011537,ABT888+Carboplatin,IFN_gamma,PARPi,0.988402967284169
250,58,0.45156757879417664,1.1499365365947904,-0.01701205333922106,0.9831318345419924,0.4934065962299399,1.9589284202424155,0.9614256832194938,0.000729285801940668,0.04908450841680512,ABT888+Carboplatin,CD4_T_cell,PARPi,0.988402967284169
250,58,0.4669966313590063,1.1557046244413187,0.016562831837820525,1.016700755956222,0.4877538849207202,2.11926641513059,0.9647478718674827,0.0008534209279478789,0.0364768539339125,ABT888+Carboplatin,immune_exclusion,PARPi,0.988402967284169
293,73,-0.13303869317230596,1.1372143867240063,0.4760728749118202,1.6097403213680472,0.9144858689170927,2.8335745693988716,0.09891886340982217,0.00011054928357432188,0.5112933656269791,Neratinib,angiogenesis,HER-kinase,0.9627593742920588
293,73,0.20963062217086967,1.1627723828361554,-0.4714119264001522,0.6241204337691699,0.35296168443358816,1.1035937695993983,0.1050151605928014,6.506885439657582e-05,0.31246710838747505,Neratinib,TGFb_activity,HER-kinase,0.9627593742920588
293,73,0.31098646242564193,1.1647500774816109,-0.4186585874305779,0.6579287820832423,0.37450244178195086,1.1558543656854756,0.1453425240315715,6.159080738080274e-05,0.1560888946866598,Neratinib,CAF_proxy,HER-kinase,0.9627593742920588
293,73,0.21133215623160323,1.164383969318174,0.38449193105868584,1.4688678456953381,0.831296265408573,2.5954317827438333,0.1855679146833632,9.564628676684943e-05,0.2788228090466388,Neratinib,B_cell,HER-kinase,0.9627593742920588
293,73,0.48149013335920293,1.1893090241240711,-0.3389682081449597,0.7125051005879967,0.3911650063057686,1.297824473508955,0.2679015215103513,7.809119461720085e-05,0.02238379443409832,Neratinib,immune_exclusion,HER-kinase,0.9644273429606268
293,73,0.620564840132147,1.3325281776213458,-0.2618147887067151,0.7696535590386427,0.41157209498209724,1.4392778523204217,0.4123405205579782,1.9361833097986894e-05,0.014583640995771592,Neratinib,HLA_II_score,HER-kinase,0.988402967284169
293,73,0.52518903956933,1.2710551140779667,-0.24251366157846854,0.7846530279065875,0.4386020311107097,1.4037335227195267,0.4138196862949872,2.903295487178992e-05,0.009805453879221198,Neratinib,Treg,HER-kinase,0.988402967284169
293,73,0.45432623446787773,1.2086002313189033,0.22748424841615095,1.2554376644667438,0.6607199450788563,2.3854641306062025,0.48731517017858783,8.729563664872073e-05,0.04383012590860607,Neratinib,TLS_signature,HER-kinase,0.988402967284169
293,73,0.43320530121285333,1.2045198994489956,0.16496362303776405,1.179350216752776,0.6374752971403368,2.1818365982088053,0.5991979380838682,7.746640301830938e-05,0.055956319034956924,Neratinib,CD4_T_cell,HER-kinase,0.988402967284169
293,73,-0.1811096824188405,1.2436581479776916,-0.16115523608980997,0.8511599301115373,0.4652358800050921,1.5572170113352986,0.601046334040309,2.7993320091219106e-05,0.36167451549218765,Neratinib,hypoxia_score,HER-kinase,0.988402967284169
293,73,0.4834427181120191,1.2240597960084314,-0.10397418822406529,0.9012485599468708,0.49618410281576003,1.6369911131713697,0.7327690327918888,5.2371820368075864e-05,0.02090425024477912,Neratinib,M2_macrophage,HER-kinase,0.988402967284169
293,73,0.48720039786136954,1.251564320577644,0.09437757156741135,1.0989746091576882,0.6002913564103037,2.011931670639932,0.7596889816942132,4.9505685878343996e-05,0.028754947601340706,Neratinib,CD8_T_cell,HER-kinase,0.988402967284169
293,73,0.367437845287112,1.2420594464477699,0.0777263984092842,1.0808269022524704,0.615803491950274,1.8970122902891915,0.7865429727051892,3.782367373550603e-05,0.0708610483703519,Neratinib,NK_cell,HER-kinase,0.988402967284169
293,73,-0.007624389308397077,1.1585494135349452,0.07222790504923474,1.0749002913542147,0.6092992002691643,1.8962943589011128,0.8030701031628924,6.72928000967553e-05,0.9699024548060621,Neratinib,CXCL1_MDSC_axis,HER-kinase,0.988402967284169
293,73,0.48291227475959275,1.2497694348344508,0.06549878859356909,1.0676914439044332,0.5878119123030516,1.939336368533842,0.8296978881446403,4.73493847375904e-05,0.026355278931165703,Neratinib,cytolytic_score,HER-kinase,0.988402967284169
293,73,0.3802385094934086,1.1933165728627222,0.05925264648371351,1.0610432757323658,0.5682366563189873,1.9812393664812764,0.8524678134853596,6.912458207012875e-05,0.06013546092568733,Neratinib,M2_polarization,HER-kinase,0.988402967284169
293,73,0.30038826668820323,1.1357387279606497,0.056643936874988185,1.0582789292000687,0.578296195371257,1.9366447522101558,0.8542387182494932,0.00014219134389556072,0.1583855085201301,Neratinib,MDSC_proxy,HER-kinase,0.988402967284169
293,73,0.1987754237561507,1.1756751938831114,-0.054609026452123496,0.9468552709592293,0.5251540617316677,1.7071845568269988,0.8559142601578495,5.7773183468725784e-05,0.2941980107376211,Neratinib,APM_score,HER-kinase,0.988402967284169
293,73,0.46875997808953984,1.2103108720244893,0.054975531969421815,1.056514763523692,0.581156374886052,1.920693799087005,0.8569396724174668,7.546702299101305e-05,0.029033003062637654,Neratinib,checkpoint_score,HER-kinase,0.988402967284169
293,73,0.2837807502444393,1.1949521198970952,0.03479135106223667,1.0354036503884183,0.5772569635058632,1.8571637710989222,0.9070886267884655,5.504880176594137e-05,0.12357901345284394,Neratinib,IL6_STAT3_axis,HER-kinase,0.988402967284169
293,73,0.5000546407314699,1.233564685872567,0.036819493408948946,1.0375057273127746,0.5514381994930392,1.9520195285644097,0.9090976355466578,6.378173413153623e-05,0.0325471681240387,Neratinib,IFN_gamma,HER-kinase,0.988402967284169
293,73,0.4517663133188751,1.2567051433330516,0.024888638761490545,1.025200946520142,0.5661250141586462,1.8565457354111206,0.9345304006550633,3.306296993099845e-05,0.022954847145812144,Neratinib,Dendritic,HER-kinase,0.988402967284169
293,73,0.22379986735905805,1.181794385896165,0.006809822355191507,1.0068330619179275,0.5558086979409435,1.823852016577725,0.9820775270439066,5.844884108826671e-05,0.2570766659312146,Neratinib,HLA_I_score,HER-kinase,0.988402967284169
231,61,-0.1390889215644869,2.1609185710826027,1.025250783555049,2.7877945059245888,1.155733715473899,6.724557831279122,0.022481396536815235,4.527803284425645e-08,0.5121582931269724,T-DM1+Pertuzumab,hypoxia_score,HER2,0.9535156334747247
231,61,0.6013923720717786,2.082030911835265,-0.47653741748796297,0.6209296940873,0.295041787123716,1.3067765375135794,0.2094057894200807,2.5992611391489213e-08,0.011681288329069069,T-DM1+Pertuzumab,HLA_II_score,HER2,0.9627593742920588
231,61,0.492993211288225,2.076239119787832,-0.4249387398720031,0.6538098363773246,0.31524447612374207,1.3559866532790612,0.25356112133342823,2.33683494911037e-08,0.018904080176953764,T-DM1+Pertuzumab,Dendritic,HER2,0.9644273429606268
231,61,0.3220759597834206,1.940262228230903,0.2945681033758121,1.342546392197902,0.6049209334542759,2.97961388922548,0.4689490578099891,2.0551931408862678e-07,0.13117499607054095,T-DM1+Pertuzumab,MDSC_proxy,HER2,0.988402967284169
231,61,0.47224183973240735,2.001956026044386,-0.26824386198882355,0.764721271912273,0.36312416191754127,1.6104646428014928,0.4802356578202457,7.183005328190017e-08,0.03728187345749207,T-DM1+Pertuzumab,TLS_signature,HER2,0.988402967284169
231,61,0.30534977351648673,2.0003890799641124,-0.30384450966699916,0.7379756056026071,0.30757609681968945,1.7706447285589972,0.496217794802599,3.7281373654703464e-07,0.14114777089472932,T-DM1+Pertuzumab,CAF_proxy,HER2,0.988402967284169
231,61,0.42639582561860756,2.0078888463291524,-0.2247558522193471,0.7987111985229722,0.38442107430104994,1.6594812857382943,0.546906278221053,6.02791104482831e-08,0.050859363480060024,T-DM1+Pertuzumab,CD4_T_cell,HER2,0.988402967284169
231,61,0.21038021115540215,2.0121376742820254,-0.22881004457581836,0.7954796248238931,0.35269166395883106,1.7941672519479388,0.5813783022296999,5.465650263593804e-08,0.291722519160155,T-DM1+Pertuzumab,TGFb_activity,HER2,0.988402967284169
231,61,0.3877812161576203,2.0029959752245574,-0.2219301146272065,0.8009713385593388,0.3527922976556429,1.818506496476163,0.5957705058980806,8.195554437819076e-08,0.05880355713550569,T-DM1+Pertuzumab,M2_polarization,HER2,0.988402967284169
231,61,-0.014741670271361055,2.0500014668598423,0.18843044466801656,1.2073531022201478,0.4897761850638545,2.976260499988513,0.682294142645717,1.0299375973843087e-07,0.9423402874892679,T-DM1+Pertuzumab,CXCL1_MDSC_axis,HER2,0.988402967284169
231,61,0.3521864271509678,2.043553976233721,0.1389958581645223,1.1491193405304958,0.5276761452629338,2.5024350079787423,0.7263069388137201,3.956221288744162e-08,0.0705340407638557,T-DM1+Pertuzumab,NK_cell,HER2,0.988402967284169
231,61,0.4837626764540923,1.9641489474699538,0.13563439666338478,1.1452631050317768,0.46342316509031467,2.830302148342991,0.7688910939384381,1.9413535327884306e-07,0.021725210715758024,T-DM1+Pertuzumab,immune_exclusion,HER2,0.988402967284169
231,61,0.4697109095972413,2.040261017138449,-0.08824349267834036,0.9155379227996585,0.4221391800267323,1.9856240020915215,0.8232211995835405,4.20060579436146e-08,0.026798551939880077,T-DM1+Pertuzumab,CD8_T_cell,HER2,0.988402967284169
231,61,0.22683204596847412,1.9960781287659624,-0.09788969761563514,0.9067489148054141,0.37967518813950135,2.1655183698722587,0.8255675349611998,5.5555589419172177e-08,0.2567982084764606,T-DM1+Pertuzumab,HLA_I_score,HER2,0.988402967284169
231,61,0.4670415919854306,2.001926713533816,0.08692706580657901,1.0908171189502223,0.4796605397919764,2.4806751614608586,0.8357228497849815,9.450720639299911e-08,0.025618096422200386,T-DM1+Pertuzumab,checkpoint_score,HER2,0.988402967284169
231,61,-0.12789188748923716,2.050005629393477,-0.06088246570962544,0.940933825266531,0.45026422154501045,1.9663042746162376,0.871383589486283,3.0333292640938745e-08,0.5254011772575112,T-DM1+Pertuzumab,angiogenesis,HER2,0.988402967284169
231,61,0.5336634087618722,2.0711137217123707,-0.06168396231569739,0.9401799721447569,0.4229273345301611,2.090047882585082,0.8797102653712071,3.711527087892796e-08,0.009381071203735979,T-DM1+Pertuzumab,Treg,HER2,0.988402967284169
231,61,0.23612073539046718,1.9455658137417082,0.0470015837311958,1.0481236690244928,0.5084174266729055,2.1607505328021226,0.8986748327702396,1.418944491895426e-07,0.2341902054486602,T-DM1+Pertuzumab,B_cell,HER2,0.988402967284169
231,61,0.2968593335759723,2.036514373050557,-0.036716459258130926,0.9639494155365945,0.4101695103220601,2.265401138626191,0.9328818732728408,2.9691005571482088e-08,0.11665175257785212,T-DM1+Pertuzumab,IL6_STAT3_axis,HER2,0.988402967284169
231,61,0.4787520684702447,1.9853671531360189,-0.0317019644618614,0.9687952744777386,0.4051537114661476,2.3165634604554723,0.9431806212384105,1.3054140069212513e-07,0.030466299195857912,T-DM1+Pertuzumab,IFN_gamma,HER2,0.988402967284169
231,61,0.19630688904010954,2.002052108923771,-0.023800913303588488,0.9764800946036951,0.39820545297190985,2.394526162414215,0.9585236777136398,4.274521770145574e-08,0.30248337004070414,T-DM1+Pertuzumab,APM_score,HER2,0.988402967284169
231,61,0.46842398678879726,2.0496777047685817,0.01330616777066755,1.013395088782623,0.46866349355110315,2.191272885769925,0.9730223184514197,4.2127615821208195e-08,0.025789253291635145,T-DM1+Pertuzumab,cytolytic_score,HER2,0.988402967284169
231,61,0.47678681920039523,1.9854240496514237,0.006126159480591836,1.0061449627732957,0.4404585460536354,2.298349515940153,0.9884029672841691,1.4822710691116693e-07,0.020442641528912463,T-DM1+Pertuzumab,M2_macrophage,HER2,0.988402967284169
307,88,0.23844056458204513,1.6888296291788107,-0.5673748238754628,0.5670119929586822,0.3209710712808441,1.0016560024428727,0.05066991288996121,1.1809257074506471e-08,0.2266878720339045,Trastuzumab-based,TGFb_activity,HER2,0.9535156334747247
307,88,0.3268598348593253,1.6366614875007153,-0.4128224787168794,0.6617797523916539,0.3623690330568523,1.2085813100007585,0.1791273861729087,4.938125174107843e-08,0.10027176780696404,Trastuzumab-based,CAF_proxy,HER2,0.9627593742920588
307,88,0.18935299037417327,1.6803778516789105,0.3606201522668656,1.4342185727241739,0.8263469725813394,2.4892484423599583,0.19986929567483613,2.1968081405103064e-08,0.3263057130008796,Trastuzumab-based,B_cell,HER2,0.9627593742920588
307,88,0.2421593873556439,1.709347848757235,-0.35614464273171403,0.7003713092890933,0.39106284306112776,1.2543251796454737,0.23098027502708585,1.7110191879747488e-08,0.18172313348055658,Trastuzumab-based,IL6_STAT3_axis,HER2,0.9644273429606268
307,88,0.5817446156476737,1.8233772728744884,-0.3448753644160691,0.7083086284260924,0.3882564293643217,1.2921900969528552,0.2608868267847396,7.2919034143699345e-09,0.01690596701710118,Trastuzumab-based,HLA_II_score,HER2,0.9644273429606268
307,88,-0.2288808535049546,1.654006552493,0.26146733476503264,1.2988345141443793,0.7403093357480756,2.278738108074779,0.36197321199442967,1.693105905757143e-08,0.2678447879710182,Trastuzumab-based,hypoxia_score,HER2,0.988402967284169
307,88,0.4917833168430501,1.8306015312018302,-0.21494498147609623,0.8065858161175709,0.4597162367177266,1.4151788142334314,0.4536471398950157,4.212990832980331e-09,0.018374653734901224,Trastuzumab-based,Dendritic,HER2,0.988402967284169
307,88,-0.1310026957565352,1.6650698309984335,0.194581776845861,1.2148028215662767,0.6942863021904483,2.1255581316086203,0.4954349878655897,1.5832065951365526e-08,0.4918527198053738,Trastuzumab-based,angiogenesis,HER2,0.988402967284169
307,88,0.49129590252446137,1.7236286868084039,-0.18871513078684482,0.8280223511763772,0.468517897009249,1.463382761734972,0.5160075394467216,1.850313961100394e-08,0.02053929596913327,Trastuzumab-based,M2_macrophage,HER2,0.988402967284169
307,88,0.4504506102261474,1.709538734709753,-0.15648035116291184,0.8551483202078645,0.4739675103593756,1.5428877160796444,0.6032702129607914,2.2159552354867352e-08,0.03186092538225754,Trastuzumab-based,immune_exclusion,HER2,0.988402967284169
307,88,0.4527163973245012,1.7248514690087118,-0.11778455131487323,0.8888875416379189,0.48876635692817255,1.6165618817238205,0.6995062970433665,1.9686556075349646e-08,0.04540972748101595,Trastuzumab-based,IFN_gamma,HER2,0.988402967284169
307,88,0.4283780295418594,1.748564572362579,-0.10830002661125057,0.8973583246608811,0.5021784501622597,1.6035175595010036,0.7146205650767766,1.1475589245595682e-08,0.054040145175173644,Trastuzumab-based,TLS_signature,HER2,0.988402967284169
307,88,0.1986316242048839,1.6672079057131917,-0.095363982657629,0.9090419987218576,0.5226154545422249,1.581195787950936,0.7356196374028111,1.7992448010907118e-08,0.31032452307673797,Trastuzumab-based,APM_score,HER2,0.988402967284169
307,88,0.2061846501148609,1.6898075890525928,-0.08083939992815384,0.9223418077111333,0.5245470199239062,1.6218077273134652,0.7789124844116309,1.4232215419694221e-08,0.3095699420257805,Trastuzumab-based,HLA_I_score,HER2,0.988402967284169
307,88,0.39120586855161643,1.7353659805472583,-0.07702437394558004,0.9258672862926188,0.523345631417871,1.63798105948532,0.79129916795538,1.2118158825118147e-08,0.06098831094284056,Trastuzumab-based,M2_polarization,HER2,0.988402967284169
307,88,0.43013985072644745,1.7755246300473562,-0.06011698661937467,0.9416543661793995,0.5305163204367256,1.6714150181370044,0.8372988848020916,8.802714611558216e-09,0.040841103641407035,Trastuzumab-based,cytolytic_score,HER2,0.988402967284169
307,88,0.5342113604808277,1.7281433173892915,-0.05580760623420551,0.9457210692263149,0.5312389755804402,1.6835894614120532,0.8495793656176455,2.0896548453727753e-08,0.010250527382617704,Trastuzumab-based,Treg,HER2,0.988402967284169
307,88,0.23762574368520117,1.6655586486798661,-0.05373554332846829,0.9476826943765432,0.53010307186314,1.6942035179389667,0.8561404719465697,2.9113822099261764e-08,0.26363265701058647,Trastuzumab-based,MDSC_proxy,HER2,0.988402967284169
307,88,0.32557287765966997,1.7455123096322491,0.048973973602485815,1.050193017643395,0.5999709198511689,1.8382647188642591,0.8638681537895652,9.134389684270766e-09,0.0974166039767631,Trastuzumab-based,NK_cell,HER2,0.988402967284169
307,88,0.42793728956737903,1.7138266943987537,-0.05042803325383572,0.9508223538011138,0.5330403962126885,1.6960499709053196,0.8643945630743968,1.669622607607829e-08,0.05414720831373181,Trastuzumab-based,CD4_T_cell,HER2,0.988402967284169
307,88,-0.08246412794706093,1.6014801264977454,-0.05623234089253335,0.9453194740028459,0.49096487026627933,1.8201483691579592,0.866405441237265,1.9428571540465487e-07,0.6761206933065248,Trastuzumab-based,CXCL1_MDSC_axis,HER2,0.988402967284169
307,88,0.4382566581216161,1.7679814515335317,-0.028968595767082952,0.9714469715345374,0.5438197780649802,1.7353344923598237,0.9220406058135946,1.0225851479956741e-08,0.040702883175120094,Trastuzumab-based,CD8_T_cell,HER2,0.988402967284169
307,88,0.4330101217744779,1.7093326777791487,0.0046184868882032035,1.0046291685367919,0.5634650223692331,1.7912021619925051,0.9875106283056955,2.353297905807423e-08,0.039965417943257794,Trastuzumab-based,checkpoint_score,HER2,0.988402967284169
284,55,0.37333451092484937,0.21920487914381792,-0.695821252795926,0.4986647499552062,0.27415731228996437,0.9070213403058328,0.022625962136245105,0.4994103758157734,0.10783469852773066,Ganitumab,CAF_proxy,GF-receptor,0.9535156334747247
284,55,0.24044409391297278,0.17602349837918718,-0.7645346952786697,0.4655505034315769,0.23773219126929454,0.9116866760374175,0.025773981635229273,0.5944059601767318,0.24071812256683034,Ganitumab,TGFb_activity,GF-receptor,0.9535156334747247
