tertile,n_ctrl,n_trt,orr_ctrl,orr_trt,arr,or,or_ci_lo,or_ci_hi
low,62,21,0.0967741935483871,0.19047619047619047,0.09370199692780337,2.2351648351648348,0.5994023236640754,8.334905693754605
med,59,24,0.1694915254237288,0.3333333333333333,0.1638418079096045,2.4285714285714284,0.8395503353127262,7.025140644457635
high,58,26,0.25862068965517243,0.5769230769230769,0.31830238726790444,3.782608695652174,1.4510130428064527,9.860785618266817
