tertile,n_ctrl,n_trt,orr_ctrl,orr_trt,arr,or,or_ci_lo,or_ci_hi
low,62,15,0.0967741935483871,0.4,0.3032258064516129,5.947368421052632,1.6433108195381576,21.524346286282547
med,57,20,0.15789473684210525,0.55,0.3921052631578948,6.18005540166205,2.045981986395056,18.66736120922896
high,60,17,0.26666666666666666,0.7647058823529411,0.49803921568627446,8.09090909090909,2.4193795758553795,27.057684776152055
